removal_probability,mean_lcc_size,std_lcc_size,lcc_sizes
0.0,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
0.02040816326530612,0.9875418060200669,0.005707095968756358,"[0.9882943143812709, 0.9866220735785953, 0.9949832775919732, 0.9899665551839465, 0.9916387959866221, 0.9765886287625418, 0.9866220735785953, 0.9882943143812709, 0.9899665551839465, 0.9949832775919732, 0.9765886287625418, 0.9966555183946488, 0.9866220735785953, 0.9782608695652174, 0.979933110367893, 0.9933110367892977, 0.9866220735785953, 0.9882943143812709, 0.9899665551839465, 0.9866220735785953]"
0.04081632653061224,0.9718227424749166,0.006610640953726404,"[0.9816053511705686, 0.9749163879598662, 0.9665551839464883, 0.9632107023411371, 0.9682274247491639, 0.9698996655518395, 0.9715719063545151, 0.9715719063545151, 0.9732441471571907, 0.9782608695652174, 0.9682274247491639, 0.9749163879598662, 0.9531772575250836, 0.9715719063545151, 0.979933110367893, 0.9648829431438127, 0.9732441471571907, 0.9816053511705686, 0.9732441471571907, 0.9765886287625418]"
0.061224489795918366,0.9607859531772573,0.008452263347544545,"[0.9548494983277592, 0.9581939799331104, 0.9698996655518395, 0.9565217391304348, 0.9698996655518395, 0.9498327759197325, 0.9615384615384616, 0.959866220735786, 0.9816053511705686, 0.9648829431438127, 0.9498327759197325, 0.959866220735786, 0.9665551839464883, 0.9615384615384616, 0.9698996655518395, 0.9515050167224081, 0.9665551839464883, 0.9615384615384616, 0.9448160535117057, 0.9565217391304348]"
0.08163265306122448,0.9494983277591975,0.00803023893213576,"[0.9515050167224081, 0.9481605351170569, 0.9448160535117057, 0.939799331103679, 0.9498327759197325, 0.9515050167224081, 0.9464882943143813, 0.9531772575250836, 0.9381270903010034, 0.9481605351170569, 0.9498327759197325, 0.9280936454849499, 0.9615384615384616, 0.9515050167224081, 0.9581939799331104, 0.9481605351170569, 0.9665551839464883, 0.9548494983277592, 0.9515050167224081, 0.9481605351170569]"
0.1020408163265306,0.9303511705685619,0.01191024090117226,"[0.9147157190635451, 0.9414715719063546, 0.9280936454849499, 0.9381270903010034, 0.939799331103679, 0.9180602006688964, 0.9481605351170569, 0.9247491638795987, 0.9130434782608695, 0.9481605351170569, 0.9214046822742475, 0.931438127090301, 0.939799331103679, 0.9297658862876255, 0.9163879598662207, 0.919732441471572, 0.9113712374581939, 0.9381270903010034, 0.939799331103679, 0.9448160535117057]"
0.12244897959183673,0.9223244147157192,0.011747119693227498,"[0.9297658862876255, 0.9331103678929766, 0.939799331103679, 0.9280936454849499, 0.9414715719063546, 0.9214046822742475, 0.9046822742474916, 0.9096989966555183, 0.9230769230769231, 0.9046822742474916, 0.9147157190635451, 0.9264214046822743, 0.8996655518394648, 0.9331103678929766, 0.9364548494983278, 0.9297658862876255, 0.9230769230769231, 0.9130434782608695, 0.9180602006688964, 0.9163879598662207]"
0.14285714285714285,0.902591973244147,0.011559950422717433,"[0.8862876254180602, 0.9180602006688964, 0.8996655518394648, 0.9096989966555183, 0.9163879598662207, 0.8812709030100334, 0.9163879598662207, 0.8963210702341137, 0.9080267558528428, 0.8946488294314381, 0.9180602006688964, 0.9113712374581939, 0.9080267558528428, 0.8996655518394648, 0.8862876254180602, 0.9113712374581939, 0.9063545150501672, 0.8929765886287625, 0.8846153846153846, 0.9063545150501672]"
0.16326530612244897,0.8880434782608694,0.0143703291190311,"[0.8913043478260869, 0.8913043478260869, 0.8812709030100334, 0.8729096989966555, 0.919732441471572, 0.8862876254180602, 0.8762541806020067, 0.8996655518394648, 0.8695652173913043, 0.8862876254180602, 0.8762541806020067, 0.8745819397993311, 0.8929765886287625, 0.8678929765886287, 0.8913043478260869, 0.9096989966555183, 0.9046822742474916, 0.9063545150501672, 0.8929765886287625, 0.8695652173913043]"
0.18367346938775508,0.8771739130434781,0.010648314196540273,"[0.8862876254180602, 0.8812709030100334, 0.882943143812709, 0.8612040133779264, 0.8612040133779264, 0.8695652173913043, 0.8762541806020067, 0.8946488294314381, 0.882943143812709, 0.862876254180602, 0.8862876254180602, 0.8762541806020067, 0.8846153846153846, 0.882943143812709, 0.8678929765886287, 0.8779264214046822, 0.8946488294314381, 0.8561872909698997, 0.8762541806020067, 0.8812709030100334]"
0.2040816326530612,0.8632107023411371,0.00977367170314545,"[0.8662207357859532, 0.8812709030100334, 0.862876254180602, 0.8645484949832776, 0.8561872909698997, 0.8545150501672241, 0.862876254180602, 0.8561872909698997, 0.8578595317725752, 0.8595317725752508, 0.8528428093645485, 0.8578595317725752, 0.8561872909698997, 0.8729096989966555, 0.8578595317725752, 0.8712374581939799, 0.8595317725752508, 0.8662207357859532, 0.8929765886287625, 0.8545150501672241]"
0.22448979591836732,0.8459866220735786,0.018918505934137957,"[0.8779264214046822, 0.8461538461538461, 0.8260869565217391, 0.8612040133779264, 0.8394648829431438, 0.862876254180602, 0.8779264214046822, 0.8411371237458194, 0.8344481605351171, 0.8377926421404682, 0.8678929765886287, 0.8394648829431438, 0.8361204013377926, 0.8478260869565217, 0.8494983277591973, 0.8511705685618729, 0.8193979933110368, 0.8444816053511706, 0.7976588628762542, 0.8612040133779264]"
0.24489795918367346,0.8278428093645485,0.016818079169081884,"[0.802675585284281, 0.8110367892976589, 0.8612040133779264, 0.8277591973244147, 0.8478260869565217, 0.8193979933110368, 0.8344481605351171, 0.8327759197324415, 0.8327759197324415, 0.8528428093645485, 0.8595317725752508, 0.822742474916388, 0.8193979933110368, 0.822742474916388, 0.8277591973244147, 0.8244147157190636, 0.8210702341137124, 0.8093645484949833, 0.8294314381270903, 0.7976588628762542]"
0.26530612244897955,0.8198996655518395,0.015723510365105685,"[0.8277591973244147, 0.8444816053511706, 0.8193979933110368, 0.7926421404682275, 0.8010033444816054, 0.7976588628762542, 0.8377926421404682, 0.802675585284281, 0.7926421404682275, 0.8160535117056856, 0.8260869565217391, 0.8127090301003345, 0.8244147157190636, 0.8377926421404682, 0.8294314381270903, 0.8277591973244147, 0.8377926421404682, 0.8294314381270903, 0.8327759197324415, 0.8076923076923077]"
0.2857142857142857,0.802675585284281,0.013377926421404675,"[0.8160535117056856, 0.8110367892976589, 0.8043478260869565, 0.8160535117056856, 0.7959866220735786, 0.8010033444816054, 0.7809364548494984, 0.782608695652174, 0.8076923076923077, 0.8160535117056856, 0.8060200668896321, 0.8010033444816054, 0.7993311036789298, 0.8160535117056856, 0.7859531772575251, 0.7909698996655519, 0.7859531772575251, 0.7892976588628763, 0.8177257525083612, 0.8294314381270903]"
0.3061224489795918,0.7850334448160535,0.014668850187587484,"[0.7842809364548495, 0.7642140468227425, 0.7709030100334449, 0.7993311036789298, 0.8043478260869565, 0.7993311036789298, 0.7842809364548495, 0.782608695652174, 0.782608695652174, 0.7909698996655519, 0.7842809364548495, 0.7591973244147158, 0.7876254180602007, 0.7642140468227425, 0.7725752508361204, 0.7909698996655519, 0.8177257525083612, 0.8043478260869565, 0.7759197324414716, 0.7809364548494984]"
0.32653061224489793,0.7548494983277593,0.019324332521638444,"[0.7374581939799331, 0.7591973244147158, 0.7491638795986622, 0.7575250836120402, 0.7408026755852842, 0.7642140468227425, 0.7508361204013378, 0.7508361204013378, 0.7474916387959866, 0.7324414715719063, 0.8093645484949833, 0.7374581939799331, 0.782608695652174, 0.7775919732441472, 0.7491638795986622, 0.7190635451505016, 0.7591973244147158, 0.7591973244147158, 0.7441471571906354, 0.7692307692307693]"
0.3469387755102041,0.754180602006689,0.012208503176216749,"[0.7391304347826086, 0.7341137123745819, 0.7675585284280937, 0.7658862876254181, 0.7608695652173914, 0.7591973244147158, 0.7374581939799331, 0.7642140468227425, 0.7575250836120402, 0.7441471571906354, 0.7508361204013378, 0.7642140468227425, 0.7491638795986622, 0.7307692307692307, 0.7391304347826086, 0.7608695652173914, 0.7642140468227425, 0.7575250836120402, 0.7675585284280937, 0.7692307692307693]"
0.36734693877551017,0.7327759197324415,0.01794525541845663,"[0.7307692307692307, 0.7324414715719063, 0.725752508361204, 0.754180602006689, 0.7525083612040134, 0.7274247491638796, 0.7006688963210702, 0.745819397993311, 0.7408026755852842, 0.7625418060200669, 0.7207357859531772, 0.717391304347826, 0.7157190635451505, 0.697324414715719, 0.7207357859531772, 0.7408026755852842, 0.7558528428093646, 0.7240802675585284, 0.7575250836120402, 0.7324414715719063]"
