removal_fraction,mean_lcc_size,std_lcc_size,lcc_sizes,attack_strategy
0.0,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",random
0.02040816326530612,0.9875418060200671,0.004213084510817429,"[0.9933110367892977, 0.9949832775919732, 0.9866220735785953, 0.9899665551839465, 0.9849498327759197, 0.9949832775919732, 0.9849498327759197, 0.9882943143812709, 0.9916387959866221, 0.9899665551839465, 0.9816053511705686, 0.9866220735785953, 0.9849498327759197, 0.9882943143812709, 0.9899665551839465, 0.9849498327759197, 0.9782608695652174, 0.9832775919732442, 0.9882943143812709, 0.9849498327759197]",random
0.04081632653061224,0.9739130434782609,0.004006404197562184,"[0.9715719063545151, 0.9732441471571907, 0.979933110367893, 0.9765886287625418, 0.9698996655518395, 0.9665551839464883, 0.9765886287625418, 0.9682274247491639, 0.9765886287625418, 0.9765886287625418, 0.9749163879598662, 0.9732441471571907, 0.9665551839464883, 0.979933110367893, 0.9749163879598662, 0.9749163879598662, 0.9698996655518395, 0.979933110367893, 0.9732441471571907, 0.9749163879598662]",random
0.061224489795918366,0.9601170568561873,0.006589456342436107,"[0.9565217391304348, 0.9515050167224081, 0.959866220735786, 0.9648829431438127, 0.9715719063545151, 0.9565217391304348, 0.9565217391304348, 0.9632107023411371, 0.9765886287625418, 0.9565217391304348, 0.9648829431438127, 0.9498327759197325, 0.9581939799331104, 0.959866220735786, 0.9665551839464883, 0.959866220735786, 0.9632107023411371, 0.9615384615384616, 0.9515050167224081, 0.9531772575250836]",random
0.08163265306122448,0.9490802675585284,0.008302048260780296,"[0.9381270903010034, 0.9498327759197325, 0.9297658862876255, 0.9464882943143813, 0.9498327759197325, 0.9548494983277592, 0.9464882943143813, 0.9364548494983278, 0.9565217391304348, 0.9498327759197325, 0.9498327759197325, 0.9648829431438127, 0.9515050167224081, 0.9581939799331104, 0.9448160535117057, 0.9448160535117057, 0.9431438127090301, 0.9565217391304348, 0.9481605351170569, 0.9615384615384616]",random
0.1020408163265306,0.9304347826086955,0.0064201852242316,"[0.9364548494983278, 0.9297658862876255, 0.9347826086956522, 0.9264214046822743, 0.919732441471572, 0.9230769230769231, 0.9264214046822743, 0.9364548494983278, 0.9347826086956522, 0.9297658862876255, 0.931438127090301, 0.9247491638795987, 0.9331103678929766, 0.9414715719063546, 0.9163879598662207, 0.9347826086956522, 0.9364548494983278, 0.9230769230769231, 0.9364548494983278, 0.9331103678929766]",random
0.12244897959183673,0.9183110367892977,0.0074085174648925375,"[0.9130434782608695, 0.9147157190635451, 0.9180602006688964, 0.9080267558528428, 0.9080267558528428, 0.9130434782608695, 0.919732441471572, 0.931438127090301, 0.9297658862876255, 0.919732441471572, 0.9163879598662207, 0.9163879598662207, 0.9130434782608695, 0.9113712374581939, 0.9280936454849499, 0.9247491638795987, 0.9247491638795987, 0.9214046822742475, 0.9063545150501672, 0.9280936454849499]",random
0.14285714285714285,0.9098662207357859,0.010101497197684953,"[0.9264214046822743, 0.9046822742474916, 0.9130434782608695, 0.9163879598662207, 0.8946488294314381, 0.9013377926421404, 0.9247491638795987, 0.9046822742474916, 0.9013377926421404, 0.9214046822742475, 0.8963210702341137, 0.9046822742474916, 0.9180602006688964, 0.9113712374581939, 0.9130434782608695, 0.9113712374581939, 0.8979933110367893, 0.9013377926421404, 0.9046822742474916, 0.9297658862876255]",random
0.16326530612244897,0.8889632107023413,0.00819909743955268,"[0.8879598662207357, 0.8795986622073578, 0.8846153846153846, 0.8946488294314381, 0.8795986622073578, 0.8913043478260869, 0.8729096989966555, 0.8862876254180602, 0.8929765886287625, 0.8963210702341137, 0.8879598662207357, 0.8946488294314381, 0.8996655518394648, 0.8795986622073578, 0.882943143812709, 0.8979933110367893, 0.903010033444816, 0.9013377926421404, 0.882943143812709, 0.882943143812709]",random
0.18367346938775508,0.8714882943143814,0.00899402866003076,"[0.8678929765886287, 0.8779264214046822, 0.8779264214046822, 0.8712374581939799, 0.8712374581939799, 0.862876254180602, 0.8645484949832776, 0.8678929765886287, 0.882943143812709, 0.8444816053511706, 0.8729096989966555, 0.8662207357859532, 0.8678929765886287, 0.8795986622073578, 0.8645484949832776, 0.8795986622073578, 0.8762541806020067, 0.8712374581939799, 0.8745819397993311, 0.8879598662207357]",random
