removal_probability,lcc_size,mean_lcc_size
0.0,0.8093333333333333,0.8093333333333333
0.01,0.8093333333333333,0.8093333333333333
0.02,0.8093333333333333,0.8093333333333333
0.03,0.8093333333333333,0.8093333333333333
0.04,0.8093333333333333,0.8093333333333333
0.05,0.8093333333333333,0.8093333333333333
0.06,0.8093333333333333,0.8093333333333333
0.07,0.8093333333333333,0.8093333333333333
0.08,0.8066666666666666,0.8066666666666666
0.09,0.8066666666666666,0.8066666666666666
0.1,0.8013333333333333,0.8013333333333333
0.11,0.7533333333333333,0.7533333333333333
0.12,0.7533333333333333,0.7533333333333333
0.13,0.7533333333333333,0.7533333333333333
0.14,0.7533333333333333,0.7533333333333333
0.15,0.7533333333333333,0.7533333333333333
0.16,0.7533333333333333,0.7533333333333333
0.17,0.7533333333333333,0.7533333333333333
0.18,0.746,0.746
0.19,0.7406666666666667,0.7406666666666667
0.2,0.6833333333333333,0.6833333333333333
0.21,0.6833333333333333,0.6833333333333333
0.22,0.6833333333333333,0.6833333333333333
0.23,0.6833333333333333,0.6833333333333333
0.24,0.6833333333333333,0.6833333333333333
0.25,0.6833333333333333,0.6833333333333333
0.26,0.6833333333333333,0.6833333333333333
0.27,0.6833333333333333,0.6833333333333333
0.28,0.6833333333333333,0.6833333333333333
0.29,0.6826666666666666,0.6826666666666666
0.3,0.676,0.676
0.31,0.6466666666666666,0.6466666666666666
0.32,0.6466666666666666,0.6466666666666666
0.33,0.6466666666666666,0.6466666666666666
0.34,0.6086666666666667,0.6086666666666667
0.35000000000000003,0.6086666666666667,0.6086666666666667
0.36,0.6086666666666667,0.6086666666666667
0.37,0.6086666666666667,0.6086666666666667
0.38,0.6086666666666667,0.6086666666666667
0.39,0.6073333333333333,0.6073333333333333
0.4,0.6006666666666667,0.6006666666666667
0.41000000000000003,0.576,0.576
0.42,0.576,0.576
0.43,0.5746666666666667,0.5746666666666667
0.44,0.552,0.552
0.45,0.552,0.552
0.46,0.552,0.552
0.47000000000000003,0.552,0.552
0.48,0.552,0.552
0.49,0.546,0.546
0.5,0.5333333333333333,0.5333333333333333
0.51,0.52,0.52
0.52,0.52,0.52
0.53,0.508,0.508
0.54,0.49666666666666665,0.49666666666666665
0.55,0.4866666666666667,0.4866666666666667
0.56,0.4686666666666667,0.4686666666666667
0.5700000000000001,0.4686666666666667,0.4686666666666667
0.58,0.452,0.452
0.59,0.43333333333333335,0.43333333333333335
0.6,0.398,0.398
0.61,0.37066666666666664,0.37066666666666664
0.62,0.342,0.342
0.63,0.33866666666666667,0.33866666666666667
0.64,0.3233333333333333,0.3233333333333333
0.65,0.31,0.31
0.66,0.272,0.272
0.67,0.222,0.222
0.68,0.20066666666666666,0.20066666666666666
0.6900000000000001,0.18466666666666667,0.18466666666666667
0.7000000000000001,0.158,0.158
0.71,0.14933333333333335,0.14933333333333335
0.72,0.08333333333333333,0.08333333333333333
0.73,0.051333333333333335,0.051333333333333335
0.74,0.044,0.044
0.75,0.018666666666666668,0.018666666666666668
0.76,0.011333333333333334,0.011333333333333334
0.77,0.011333333333333334,0.011333333333333334
0.78,0.011333333333333334,0.011333333333333334
0.79,0.009333333333333334,0.009333333333333334
0.8,0.009333333333333334,0.009333333333333334
0.81,0.009333333333333334,0.009333333333333334
0.8200000000000001,0.006,0.006
0.8300000000000001,0.006,0.006
0.84,0.006,0.006
0.85,0.005333333333333333,0.005333333333333333
0.86,0.004666666666666667,0.004666666666666667
0.87,0.004666666666666667,0.004666666666666667
0.88,0.004666666666666667,0.004666666666666667
0.89,0.0033333333333333335,0.0033333333333333335
0.9,0.0033333333333333335,0.0033333333333333335
0.91,0.0033333333333333335,0.0033333333333333335
0.92,0.0033333333333333335,0.0033333333333333335
0.93,0.0033333333333333335,0.0033333333333333335
0.9400000000000001,0.0033333333333333335,0.0033333333333333335
0.9500000000000001,0.0033333333333333335,0.0033333333333333335
0.96,0.002,0.002
0.97,0.0013333333333333333,0.0013333333333333333
0.98,0.0013333333333333333,0.0013333333333333333
0.99,0.0013333333333333333,0.0013333333333333333
1.0,0.0006666666666666666,0.0006666666666666666
