n_nodes,n_edges,density,avg_clustering,avg_degree,avg_shortest_path,diameter,network_type
1500,2080,0.0009250611518790304,0.048886696718284196,2.7733333333333334,,,eb_config_model
1500,1841,0.0008187680676006227,0.03336374578507997,2.4546666666666668,,,fb_config_model
1500,1601,0.0007120302423838115,0.0007792114695340501,2.1346666666666665,,,mb_kc_config_model
