,nodes,edges,density,avg_degree,max_degree,avg_in_degree,avg_out_degree,largest_cc_size,avg_clustering
original,598,1019,0.0028542937653708903,3.408026755852843,245,1.7040133779264215,1.7040133779264215,1.0,0.12211166487171739
unscaled_clustering_config,598,922,0.002582589648353249,3.0836120401337794,186,1.5418060200668897,1.5418060200668897,0.9548494983277592,0.1217185902476179
