removal_probability,mean_lcc_size,std_lcc_size
0.0,0.9453333333333335,1.1102230246251565e-16
0.02040816326530612,0.9341999999999999,0.0024230375793848256
0.04081632653061224,0.9240999999999999,0.003597993267858561
0.061224489795918366,0.9124999999999999,0.004026992260567019
0.08163265306122448,0.9014666666666666,0.004568491119736486
0.1020408163265306,0.8897333333333334,0.006071426704014648
0.12244897959183673,0.8794666666666668,0.007759152301923495
0.14285714285714285,0.8668666666666667,0.006439806760385823
0.16326530612244897,0.8566333333333335,0.006364746656387819
0.18367346938775508,0.8415999999999999,0.005499090833947014
0.2040816326530612,0.8317,0.007107038764492585
0.22448979591836732,0.8203999999999999,0.008365006475390993
0.24489795918367346,0.8041333333333333,0.005760401220594119
0.26530612244897955,0.7943000000000001,0.009613589917981282
0.2857142857142857,0.7813333333333333,0.007208020224413597
0.3061224489795918,0.7657333333333332,0.011437559957341328
0.32653061224489793,0.7503,0.00874699948553789
0.3469387755102041,0.7402666666666667,0.0093936148526539
0.36734693877551017,0.7240666666666666,0.007462201045565873
0.3877551020408163,0.7107333333333334,0.010909526927313477
0.4081632653061224,0.6951333333333334,0.011341369699761438
0.42857142857142855,0.6838,0.014317200222886538
0.44897959183673464,0.6651333333333335,0.011085726558657928
0.4693877551020408,0.6475000000000002,0.00987674035297071
0.4897959183673469,0.6343,0.010843277487303685
0.5102040816326531,0.6180999999999999,0.012931056500619815
0.5306122448979591,0.5992666666666666,0.011750933769043395
0.5510204081632653,0.5841333333333334,0.010609429767899883
0.5714285714285714,0.5639000000000001,0.010135252011338107
0.5918367346938775,0.5394,0.01371114712763144
0.6122448979591836,0.5253333333333332,0.008894442709417546
0.6326530612244897,0.5075333333333334,0.012003888258948995
0.6530612244897959,0.48119999999999996,0.012161140297411813
0.673469387755102,0.46213333333333334,0.012259418148237436
0.6938775510204082,0.4426333333333334,0.007928780206031412
0.7142857142857142,0.41836666666666666,0.013105511987116122
0.7346938775510203,0.39193333333333336,0.012694530755845645
0.7551020408163265,0.37770000000000004,0.010431735766933096
0.7755102040816326,0.3415666666666667,0.007706490770772385
0.7959183673469387,0.3161,0.013984554972460792
0.8163265306122448,0.2965333333333333,0.009808386434294101
0.836734693877551,0.2669,0.011270955791078442
0.8571428571428571,0.23666666666666672,0.009847729574768881
0.8775510204081632,0.20556666666666673,0.010401442207694083
0.8979591836734693,0.17120000000000002,0.010266666666666669
0.9183673469387754,0.13496666666666668,0.01079809654008006
0.9387755102040816,0.09580000000000001,0.011302113863246017
0.9591836734693877,0.03916666666666667,0.017231592433021903
0.9795918367346939,0.009000000000000001,0.0034801021696368502
1.0,0.0006666666666666665,1.0842021724855044e-19
