removal_probability,mean_lcc_size,std_lcc_size
0.0,0.9013377926421405,1.1102230246251565e-16
0.02040816326530612,0.8876254180602008,0.004505750362979088
0.04081632653061224,0.8739130434782609,0.005581377681698537
0.061224489795918366,0.8592809364548495,0.00985452228623116
0.08163265306122448,0.8469899665551839,0.009197324414715713
0.1020408163265306,0.8312709030100335,0.00950238972921429
0.12244897959183673,0.8167224080267559,0.011734317587189848
0.14285714285714285,0.8071070234113714,0.016565104625237477
0.16326530612244897,0.7854515050167226,0.016764995936694886
0.18367346938775508,0.7658026755852843,0.016217071958043543
0.2040816326530612,0.7623745819397995,0.015160317831177522
0.22448979591836732,0.7438127090301003,0.016710698241276786
0.24489795918367346,0.7270066889632109,0.012355075921668386
0.26530612244897955,0.7133779264214046,0.017724174852489775
0.2857142857142857,0.6942307692307692,0.021817936656083208
0.3061224489795918,0.678010033444816,0.016600517303745684
0.32653061224489793,0.6602006688963211,0.016652025798668355
0.3469387755102041,0.6477424749163879,0.01401368722769104
0.36734693877551017,0.6370401337792642,0.01849678999563782
0.3877551020408163,0.6166387959866222,0.019622126593146043
0.4081632653061224,0.6009197324414717,0.02357370261625555
0.42857142857142855,0.5820234113712376,0.02004231354604961
0.44897959183673464,0.5616220735785953,0.020373047713642622
0.4693877551020408,0.5478260869565217,0.02426420828444851
0.4897959183673469,0.5166387959866221,0.017944281461439716
0.5102040816326531,0.49916387959866226,0.019789752948527133
0.5306122448979591,0.4918060200668896,0.025338173175600776
0.5510204081632653,0.4667224080267558,0.021841154984361143
0.5714285714285714,0.44230769230769224,0.024929852033236746
0.5918367346938775,0.4217391304347826,0.017383262869452926
0.6122448979591836,0.39632107023411367,0.02089297417944546
0.6326530612244897,0.3832775919732442,0.02467674481029661
0.6530612244897959,0.35827759197324416,0.01921895085444323
0.673469387755102,0.3282608695652174,0.014807595523252753
0.6938775510204082,0.32709030100334446,0.020599128930750304
0.7142857142857142,0.29924749163879605,0.0236400383049191
0.7346938775510203,0.26897993311036783,0.025940088026046273
0.7551020408163265,0.24891304347826088,0.024866816752600916
0.7755102040816326,0.22290969899665553,0.023147703000119056
0.7959183673469387,0.19289297658862875,0.026573769011835953
0.8163265306122448,0.16797658862876252,0.03271988162185793
0.836734693877551,0.14289297658862873,0.03266428243901316
0.8571428571428571,0.09289297658862876,0.0333211551636297
0.8775510204081632,0.07801003344481605,0.029581533316298043
0.8979591836734693,0.06396321070234114,0.027077265743664338
0.9183673469387754,0.04464882943143812,0.017095339890330605
0.9387755102040816,0.021989966555183944,0.007936980534422591
0.9591836734693877,0.014715719063545149,0.006157843692147815
0.9795918367346939,0.008110367892976589,0.0024391224324105047
1.0,0.0016722408026755853,0.0
