removal_probability,mean_lcc_size,std_lcc_size
0.0,0.7588000000000001,1.1102230246251565e-16
0.02040816326530612,0.72692,0.013530469319280836
0.04081632653061224,0.7022200000000001,0.017896804183987713
0.061224489795918366,0.6733399999999999,0.025461900950243286
0.08163265306122448,0.6541,0.017233397807745274
0.1020408163265306,0.6296399999999999,0.0226863483178761
0.12244897959183673,0.5902999999999999,0.038863015837683
0.14285714285714285,0.5704600000000001,0.03399324050454737
0.16326530612244897,0.5549000000000001,0.018654704500473865
0.18367346938775508,0.5252600000000001,0.029323921975070125
0.2040816326530612,0.48276,0.04365554260343124
0.22448979591836732,0.47055999999999987,0.04429508324859544
0.24489795918367346,0.43706000000000006,0.033583871128861846
0.26530612244897955,0.42627999999999994,0.037753113778865977
0.2857142857142857,0.40198,0.04167751912002441
0.3061224489795918,0.37462000000000006,0.04771305481731389
0.32653061224489793,0.3573,0.04436735286221165
0.3469387755102041,0.31616000000000005,0.04203092195039266
0.36734693877551017,0.31554000000000004,0.03926775267315409
0.3877551020408163,0.30792,0.03613919755611627
0.4081632653061224,0.27832,0.03414945973218317
0.42857142857142855,0.26948000000000005,0.032188469985384514
0.44897959183673464,0.23992,0.024471240262806462
0.4693877551020408,0.2293,0.03953871520421472
0.4897959183673469,0.21716000000000002,0.0351815633535521
0.5102040816326531,0.18826,0.035317819864765156
0.5306122448979591,0.1637,0.04720540223321903
0.5510204081632653,0.14486000000000002,0.03189765508622852
0.5714285714285714,0.13736,0.037153390154870125
0.5918367346938775,0.13416,0.04731890108614104
0.6122448979591836,0.12630000000000002,0.02869086962781017
0.6326530612244897,0.10229999999999999,0.037859292122278246
0.6530612244897959,0.09756000000000001,0.032376510003395975
0.673469387755102,0.07515999999999999,0.025397291194141164
0.6938775510204082,0.07703999999999998,0.022533672581272677
0.7142857142857142,0.061399999999999975,0.0295311361108915
0.7346938775510203,0.04672,0.02532243274253088
0.7551020408163265,0.0415,0.021522035219746292
0.7755102040816326,0.040799999999999996,0.02003676620615213
0.7959183673469387,0.026140000000000004,0.014541678032469292
0.8163265306122448,0.01756,0.014350414628156222
0.836734693877551,0.00852,0.009513863568498343
0.8571428571428571,0.013499999999999998,0.00980193858377005
0.8775510204081632,0.00886,0.008411682352538046
0.8979591836734693,0.004940000000000002,0.005203498822907525
0.9183673469387754,0.0038399999999999997,0.004418868633485272
0.9387755102040816,0.0015,0.001396424004376894
0.9591836734693877,0.0017800000000000003,0.0012615863030328127
0.9795918367346939,0.0009400000000000001,0.0008604649905719582
1.0,0.0,0.0
