removal_probability,mean_lcc_size,std_lcc_size
0.0,0.9386666666666666,0.0
0.02040816326530612,0.9113333333333336,0.008854377448471467
0.04081632653061224,0.8810000000000002,0.009662067871607791
0.061224489795918366,0.8586333333333334,0.010290178704851414
0.08163265306122448,0.8251666666666667,0.019862723322288355
0.1020408163265306,0.7999333333333333,0.02332085380560117
0.12244897959183673,0.7753000000000001,0.01517669997799992
0.14285714285714285,0.7359666666666665,0.025070988102674455
0.16326530612244897,0.7193333333333334,0.025722450202973354
0.18367346938775508,0.6900333333333333,0.027549127834551206
0.2040816326530612,0.6722,0.0214238703838084
0.22448979591836732,0.6194666666666666,0.0236733323946306
0.24489795918367346,0.6135333333333334,0.02335151672447281
0.26530612244897955,0.5848,0.031108841187032332
0.2857142857142857,0.5642333333333334,0.02898066405189655
0.3061224489795918,0.5295333333333334,0.03547023791543803
0.32653061224489793,0.5016,0.036512646211050395
0.3469387755102041,0.4908999999999999,0.02611536371989144
0.36734693877551017,0.4551333333333333,0.030186163128898064
0.3877551020408163,0.43276666666666663,0.02973234303283584
0.4081632653061224,0.41253333333333336,0.02433890347205934
0.42857142857142855,0.38580000000000003,0.031024792953020297
0.44897959183673464,0.37160000000000004,0.030313473352070144
0.4693877551020408,0.33940000000000003,0.038002280633316385
0.4897959183673469,0.3403333333333334,0.02303765034315204
0.5102040816326531,0.3046333333333333,0.027055888658684104
0.5306122448979591,0.2907666666666666,0.03167703339084082
0.5510204081632653,0.257,0.031193660324566667
0.5714285714285714,0.24619999999999997,0.027543985025974563
0.5918367346938775,0.23006666666666664,0.02926803337735177
0.6122448979591836,0.19573333333333334,0.02432776191925595
0.6326530612244897,0.17186666666666667,0.022941083961603326
0.6530612244897959,0.1817,0.03311292127788721
0.673469387755102,0.1419333333333333,0.028832774561059656
0.6938775510204082,0.13363333333333333,0.030722756676082603
0.7142857142857142,0.11696666666666669,0.018338150882184868
0.7346938775510203,0.1006,0.019176258469495267
0.7551020408163265,0.08996666666666667,0.02710594440749524
0.7755102040816326,0.07306666666666665,0.015735875500834953
0.7959183673469387,0.07063333333333334,0.011967502292087146
0.8163265306122448,0.059233333333333325,0.01719596205831797
0.836734693877551,0.036666666666666674,0.01745724936969039
0.8571428571428571,0.03646666666666667,0.01493705310814538
0.8775510204081632,0.023633333333333333,0.012410524207748483
0.8979591836734693,0.01626666666666667,0.010632027088001612
0.9183673469387754,0.008733333333333333,0.004925669723217567
0.9387755102040816,0.0046,0.004376198248607016
0.9591836734693877,0.0028333333333333335,0.001749603129601428
0.9795918367346939,0.0013,0.0011050389636167183
1.0,0.0,0.0
