removal_probability,mean_lcc_size,std_lcc_size
0.0,0.8893333333333333,0.0
0.02040816326530612,0.8777000000000001,0.002225858136639531
0.04081632653061224,0.8647666666666668,0.00507400783952446
0.061224489795918366,0.8506,0.006682980040537457
0.08163265306122448,0.8383666666666667,0.006468642309892665
0.1020408163265306,0.8248666666666665,0.004784697830932835
0.12244897959183673,0.8153666666666666,0.0045189723512222375
0.14285714285714285,0.7996333333333333,0.00658440919479072
0.16326530612244897,0.7891,0.007343250869562717
0.18367346938775508,0.7706000000000001,0.010532278428188678
0.2040816326530612,0.7603666666666667,0.006842595349069776
0.22448979591836732,0.7414666666666667,0.00892586752708728
0.24489795918367346,0.7263999999999999,0.011383028302404131
0.26530612244897955,0.7188333333333333,0.009273318955176968
0.2857142857142857,0.7021666666666667,0.013331458201478855
0.3061224489795918,0.6896666666666665,0.009936464830780265
0.32653061224489793,0.6782666666666668,0.009471360338761618
0.3469387755102041,0.6537333333333334,0.011609191760554785
0.36734693877551017,0.6364333333333333,0.010950951252440734
0.3877551020408163,0.6294333333333333,0.01055835635356608
0.4081632653061224,0.6096,0.010051865498503263
0.42857142857142855,0.5951333333333333,0.009582623162092244
0.44897959183673464,0.5784666666666667,0.01145057009740369
0.4693877551020408,0.5611666666666666,0.009941774936543711
0.4897959183673469,0.5463666666666666,0.01115043596556756
0.5102040816326531,0.5284,0.010869733718500712
0.5306122448979591,0.5088666666666667,0.007432959631861928
0.5510204081632653,0.49283333333333335,0.012086493839543936
0.5714285714285714,0.473,0.012233832869001711
0.5918367346938775,0.4593000000000001,0.009574213051502226
0.6122448979591836,0.4357666666666667,0.008380599289098865
0.6326530612244897,0.42073333333333335,0.013972830779766857
0.6530612244897959,0.39823333333333333,0.010345745233884531
0.673469387755102,0.3812666666666667,0.014242190842703938
0.6938775510204082,0.3570333333333333,0.011971215477135148
0.7142857142857142,0.3294,0.012402329530284932
0.7346938775510203,0.3149666666666667,0.011920989891783314
0.7551020408163265,0.2888666666666667,0.008289484637512487
0.7755102040816326,0.2689666666666667,0.009257969539807308
0.7959183673469387,0.24713333333333334,0.009456567382865029
0.8163265306122448,0.2202,0.01276818963936026
0.836734693877551,0.19173333333333334,0.010967426518762024
0.8571428571428571,0.16773333333333332,0.011030059937381221
0.8775510204081632,0.1403,0.007858399610890533
0.8979591836734693,0.11226666666666667,0.010527002316793597
0.9183673469387754,0.0826,0.016310732662881824
0.9387755102040816,0.045000000000000005,0.01712243492549403
0.9591836734693877,0.01606666666666667,0.003608015767395949
0.9795918367346939,0.0067333333333333325,0.0023842072989663557
1.0,0.0006666666666666665,1.0842021724855044e-19
