removal_probability,mean_lcc_size,std_lcc_size
0.0,0.898,0.0
0.02040816326530612,0.8699,0.011506085346459074
0.04081632653061224,0.8263,0.03759268545874317
0.061224489795918366,0.8083,0.027687722911066547
0.08163265306122448,0.7762500000000001,0.028078238904888607
0.1020408163265306,0.7357,0.04541156240430404
0.12244897959183673,0.7115,0.03591448175875575
0.14285714285714285,0.6871999999999999,0.04940303634393335
0.16326530612244897,0.66405,0.0444853627612499
0.18367346938775508,0.6356,0.03990413512406955
0.2040816326530612,0.60655,0.04758936330736103
0.22448979591836732,0.56795,0.06034523593457897
0.24489795918367346,0.5525000000000001,0.05492039693957063
0.26530612244897955,0.53305,0.038222342942315815
0.2857142857142857,0.49375,0.05127755356878877
0.3061224489795918,0.4806000000000001,0.06924767144099504
0.32653061224489793,0.43165000000000003,0.059451051294321114
0.3469387755102041,0.40845000000000004,0.06678508441261417
0.36734693877551017,0.3795,0.0612474489264655
0.3877551020408163,0.3716499999999999,0.054843664173722016
0.4081632653061224,0.3511,0.04958013715188775
0.42857142857142855,0.3397,0.05489089177632296
0.44897959183673464,0.31444999999999995,0.03425124085343478
0.4693877551020408,0.30055,0.05450181189648652
0.4897959183673469,0.2693,0.04321006827117957
0.5102040816326531,0.2568,0.05774824672663231
0.5306122448979591,0.21224999999999997,0.053254929349310004
0.5510204081632653,0.20099999999999998,0.04633033563444151
0.5714285714285714,0.1733,0.04988897673835374
0.5918367346938775,0.16785000000000003,0.04392524900327829
0.6122448979591836,0.15094999999999997,0.048627641316436473
0.6326530612244897,0.11810000000000002,0.045609099969194745
0.6530612244897959,0.1348,0.05014140006022967
0.673469387755102,0.11059999999999999,0.04169460396742005
0.6938775510204082,0.0945,0.04647848964843845
0.7142857142857142,0.08875,0.038947239953557686
0.7346938775510203,0.06495000000000001,0.03637921796850504
0.7551020408163265,0.05475000000000001,0.03564109285642066
0.7755102040816326,0.0483,0.023818270298239547
0.7959183673469387,0.035250000000000004,0.023205333438673103
0.8163265306122448,0.0279,0.021227105313725656
0.836734693877551,0.02715,0.02049945121216663
0.8571428571428571,0.024,0.017796066981218068
0.8775510204081632,0.015350000000000003,0.013335197786309733
0.8979591836734693,0.008450000000000003,0.010716692586801212
0.9183673469387754,0.00885,0.008475110618747108
0.9387755102040816,0.0047,0.003796050579220462
0.9591836734693877,0.00315,0.002414021540914662
0.9795918367346939,0.0017000000000000001,0.0014177446878757825
1.0,0.0,0.0
